sample_ID,age_Ma,lat_N_dd,long_E_dd,d18O_mean,d18O_std,Dp17O_5305_mean,Dp17O_5305_std,lithology,lab,reference,notes
P1-07_123m,9.00E-06,-18,-80,8.4,,-0.019,,Sulfate_marine,JO,Waldeck et al. (2019) EPSL; Johnston et al. (2014) Nature,Assume Johnston et al. (2014) publication year is equal to sample age
P1-09_162m,9.00E-06,-17,-80,8.2,,-0.016,,Sulfate_marine,JO,Waldeck et al. (2019) EPSL; Johnston et al. (2014) Nature,Assume Johnston et al. (2014) publication year is equal to sample age
P1-13_242m,9.00E-06,-16,-80,8.5,,-0.018,,Sulfate_marine,JO,Waldeck et al. (2019) EPSL; Johnston et al. (2014) Nature,Assume Johnston et al. (2014) publication year is equal to sample age
P1-15_283m,9.00E-06,-15,-80,8.6,,0,,Sulfate_marine,JO,Waldeck et al. (2019) EPSL; Johnston et al. (2014) Nature,Assume Johnston et al. (2014) publication year is equal to sample age
P1-16_301m,9.00E-06,-14,-80,8.5,,0.01,,Sulfate_marine,JO,Waldeck et al. (2019) EPSL; Johnston et al. (2014) Nature,Assume Johnston et al. (2014) publication year is equal to sample age
STA11-11_425m,9.00E-06,-10,-132.5,8.6,,-0.007,,Sulfate_marine,JO,Waldeck et al. (2019) EPSL; Johnston et al. (2014) Nature,Assume Johnston et al. (2014) publication year is equal to sample age
STA11-07_597m,9.00E-06,-10,-132.5,8.8,,0.002,,Sulfate_marine,JO,Waldeck et al. (2019) EPSL; Johnston et al. (2014) Nature,Assume Johnston et al. (2014) publication year is equal to sample age
STA11-05_800m,9.00E-06,-10,-132.5,8.8,,-0.051,,Sulfate_marine,JO,Waldeck et al. (2019) EPSL; Johnston et al. (2014) Nature,Assume Johnston et al. (2014) publication year is equal to sample age
STA11-01_1500m,9.00E-06,-10,-132.5,8.9,,-0.014,,Sulfate_marine,JO,Waldeck et al. (2019) EPSL; Johnston et al. (2014) Nature,Assume Johnston et al. (2014) publication year is equal to sample age
MissRiv_2009-03-11,1.38E-05,30.759,-91.39,5.1,0.5,-0.04,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-04-15,1.37E-05,30.759,-91.39,4.6,0.5,-0.08,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-04-22,1.37E-05,30.759,-91.39,4.9,0.5,-0.09,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-04-29,1.37E-05,30.759,-91.39,4.2,0.5,-0.1,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-05-14,1.37E-05,30.759,-91.39,4.4,0.5,-0.13,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-05-27,1.36E-05,30.759,-91.39,3.3,0.5,-0.09,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-07-30,1.34E-05,30.759,-91.39,4.1,0.5,-0.07,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-08-12,1.34E-05,30.759,-91.39,3.3,0.5,-0.11,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-09-02,1.34E-05,30.759,-91.39,4,0.5,-0.1,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-09-09,1.33E-05,30.759,-91.39,4.8,0.5,-0.09,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-09-23,1.33E-05,30.759,-91.39,6.2,0.5,-0.13,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-09-30,1.33E-05,30.759,-91.39,4.9,0.5,-0.17,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-10-07,1.33E-05,30.759,-91.39,6,0.5,-0.11,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-10-14,1.33E-05,30.759,-91.39,6.8,0.5,-0.06,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-10-28,1.32E-05,30.759,-91.39,7,0.5,-0.13,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-11-04,1.32E-05,30.759,-91.39,5,0.5,-0.17,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-11-12,1.32E-05,30.759,-91.39,5.3,0.5,-0.19,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2009-12-02,1.31E-05,30.759,-91.39,6.8,0.5,-0.07,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2010-03-18,1.28E-05,30.759,-91.39,6,0.5,-0.1,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2010-04-22,1.28E-05,30.759,-91.39,4.3,0.5,-0.09,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2010-06-09,1.26E-05,30.759,-91.39,4.5,0.5,-0.12,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2010-07-15,1.25E-05,30.759,-91.39,4,0.5,-0.1,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2010-08-26,1.24E-05,30.759,-91.39,3.1,0.5,-0.1,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2011-01-06,1.21E-05,30.503,-91.198,3.6,0.5,-0.11,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2011-03-03,1.19E-05,30.503,-91.198,3.9,0.5,-0.11,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2011-04-14,1.18E-05,30.503,-91.198,4.1,0.5,-0.04,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2011-05-27,1.17E-05,30.503,-91.198,3.8,0.5,-0.05,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2011-09-30,1.13E-05,30.503,-91.198,1.6,0.5,-0.05,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2011-10-26,1.13E-05,30.503,-91.198,2.4,0.5,-0.05,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2012-01-11,1.11E-05,30.503,-91.198,2.8,0.5,-0.05,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2012-02-02,1.10E-05,30.503,-91.198,1.8,0.5,-0.01,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2012-03-06,1.09E-05,30.503,-91.198,0.6,0.5,-0.08,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2012-04-17,1.08E-05,30.503,-91.198,2.2,0.5,-0.04,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2012-05-09,1.07E-05,30.503,-91.198,1.6,0.5,-0.07,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2012-06-27,1.06E-05,30.503,-91.198,1.1,0.5,-0.03,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2012-07-18,1.06E-05,30.503,-91.198,-1.3,0.5,-0.02,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2012-09-18,1.04E-05,30.503,-91.198,-2.7,0.5,-0.12,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
MissRiv_2012-10-09,1.03E-05,30.503,-91.198,-2.2,0.5,-0.13,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
OhioRiv_2011-04-07,1.18E-05,32.949,-86.779,2,0.5,0,0.05,Sulfate_river,B,Killingsworth et al. (2018) Env. Sci. Tech.,Approximate GPS coordinates based on sampling town names
Ant_L-04_2005-12-06,1.71E-05,-68.473,78.189,-22.2,0.5,1.596,0.05,Sulfate_lake,B,Sun et al. (2015) Nature Comms.,GPS coordinates of Ace Lake from Lauro et al. (2010) ISME J.
Ant_L-04_2005-12-28,1.71E-05,-68.473,78.189,-19.2,0.5,2.304,0.05,Sulfate_lake,B,Sun et al. (2015) Nature Comms.,GPS coordinates of Ace Lake from Lauro et al. (2010) ISME J.
Ant_L-11_2006-01-02,1.71E-05,-68.473,78.189,-13,0.5,2.487,0.05,Sulfate_lake,B,Sun et al. (2015) Nature Comms.,GPS coordinates of Ace Lake from Lauro et al. (2010) ISME J.
Ant_07-1,1.71E-05,-68.473,78.189,-16.6,0.5,-0.39,0.05,Mirabilite,B,Sun et al. (2015) Nature Comms.,GPS coordinates of Ace Lake from Lauro et al. (2010) ISME J.
Ant_07-3,1.71E-05,-68.473,78.189,-16.7,0.5,-0.357,0.05,Mirabilite,B,Sun et al. (2015) Nature Comms.,GPS coordinates of Ace Lake from Lauro et al. (2010) ISME J.
Ant_07-10,1.71E-05,-68.473,78.189,-17.4,0.5,-0.354,0.05,Mirabilite,B,Sun et al. (2015) Nature Comms.,GPS coordinates of Ace Lake from Lauro et al. (2010) ISME J.
Ant_07-11,1.71E-05,-68.473,78.189,-16.8,0.5,-0.364,0.05,Mirabilite,B,Sun et al. (2015) Nature Comms.,GPS coordinates of Ace Lake from Lauro et al. (2010) ISME J.
Ant_07-12,1.71E-05,-68.473,78.189,-17.1,0.5,-0.43,0.05,Mirabilite,B,Sun et al. (2015) Nature Comms.,GPS coordinates of Ace Lake from Lauro et al. (2010) ISME J.
Ant_AceLake_5.5m,1.71E-05,-68.473,78.189,3.3,0.5,-0.213,0.05,Sulfate_lake,B,Sun et al. (2015) Nature Comms.,GPS coordinates of Ace Lake from Lauro et al. (2010) ISME J.
Ant_AceLake_15.5m,1.71E-05,-68.473,78.189,8.5,0.5,-0.415,0.05,Sulfate_lake,B,Sun et al. (2015) Nature Comms.,GPS coordinates of Ace Lake from Lauro et al. (2010) ISME J.
MB1713.103.0_B,2.02E+03,56.241,-78.729,,,-0.55,0.05,Barite,B,Hodgskiss et al. (2019) PNAS,Confirmed this Is actually ∆'17O_5305 from P. Crockford's original data tables
MB1713.103.0_C,2.02E+03,56.241,-78.729,,,-0.76,0.05,Barite,B,Hodgskiss et al. (2019) PNAS,Confirmed this Is actually ∆'17O_5305 from P. Crockford's original data tables
MB1713.103.0_D,2.02E+03,56.241,-78.729,,,-0.64,0.05,Barite,B,Hodgskiss et al. (2019) PNAS,Confirmed this Is actually ∆'17O_5305 from P. Crockford's original data tables
MB1713.103.0_E,2.02E+03,56.241,-78.729,,,-0.78,0.05,Barite,B,Hodgskiss et al. (2019) PNAS,Confirmed this Is actually ∆'17O_5305 from P. Crockford's original data tables
MB1713.103.0_F,2.02E+03,56.241,-78.729,,,-0.68,0.05,Barite,B,Hodgskiss et al. (2019) PNAS,Confirmed this Is actually ∆'17O_5305 from P. Crockford's original data tables
MB1713.103.0_G,2.02E+03,56.241,-78.729,,,-0.7,0.05,Barite,B,Hodgskiss et al. (2019) PNAS,Confirmed this Is actually ∆'17O_5305 from P. Crockford's original data tables
MB1713.103.0_H,2.02E+03,56.241,-78.729,,,-0.72,0.05,Barite,B,Hodgskiss et al. (2019) PNAS,Confirmed this Is actually ∆'17O_5305 from P. Crockford's original data tables
MB1713.103.0_I,2.02E+03,56.241,-78.729,,,-0.71,0.05,Barite,B,Hodgskiss et al. (2019) PNAS,Confirmed this Is actually ∆'17O_5305 from P. Crockford's original data tables
MB1601_504.6,2.02E+03,56.241,-78.729,,,-0.16,0.05,Barite,B,Hodgskiss et al. (2019) PNAS,Confirmed this Is actually ∆'17O_5305 from P. Crockford's original data tables
F6959_DRA_C,6.35E+02,79.111,18.665,17.8,0.5,-1.825,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F6960_DRA_C,6.35E+02,79.111,18.665,16.4,0.5,-1.721,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7117_DRA_C,6.35E+02,79.111,18.665,10.5,0.5,-1.68,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7155_DRA_C,6.35E+02,79.111,18.665,11.8,0.5,-1.582,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F6889_DIT_D,6.35E+02,79.111,18.665,33.6,0.5,-0.447,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F6891_DIT_D,6.35E+02,79.111,18.665,35.8,0.5,-0.439,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F6964_DRA_D/C,6.35E+02,79.111,18.665,32.9,0.5,-0.7,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7144_DRA_D,6.35E+02,79.111,18.665,23.9,0.5,-0.438,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7158_DRA_D,6.35E+02,79.111,18.665,30.6,0.5,-0.456,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7426_DIT_D,6.35E+02,79.111,18.665,33.8,0.5,-0.439,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7648_REIN_D,6.35E+02,79.111,18.665,32.8,0.5,-0.529,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7736_ORM_D,6.35E+02,79.111,18.665,31,0.5,-0.481,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
M4208_DRA_D,6.35E+02,79.111,18.665,37.6,0.5,-0.428,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7400_DIT_C,6.35E+02,79.111,18.665,10.7,0.5,-1.112,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7430_DIT_D/C,6.35E+02,79.111,18.665,14.7,0.5,-0.413,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7626_REIN_C/D,6.35E+02,79.111,18.665,20.5,0.5,-0.873,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7628_REIN_C/D,6.35E+02,79.111,18.665,21.3,0.5,-1.011,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7630A_REIN_C,6.35E+02,79.111,18.665,18.5,0.5,-0.992,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7643_REIN_D/C,6.35E+02,79.111,18.665,24.2,0.5,-0.661,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7666_AND_C,6.35E+02,79.111,18.665,17.9,0.5,-1.146,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7687_KLO-N_C/D,6.35E+02,79.111,18.665,16.6,0.5,-0.983,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7688_KLO-N_C/D,6.35E+02,79.111,18.665,16.7,0.5,-0.994,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7689_KLO-N_C,6.35E+02,79.111,18.665,17.2,0.5,-1.109,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7731_ORM_C,6.35E+02,79.111,18.665,15.5,0.5,-0.892,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7732_ORM_C,6.35E+02,79.111,18.665,13.8,0.5,-1.374,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7740_ORM_C,6.35E+02,79.111,18.665,16.6,0.5,-0.713,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
J1075_ORM_D,6.35E+02,79.111,18.665,32.7,0.5,-0.418,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
M4210_DRA_C,6.35E+02,79.111,18.665,16.8,0.5,-1.505,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
EFA126_AND_C,6.35E+02,79.111,18.665,16.4,0.5,-1.071,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
EFB058_PIN_C/D,6.35E+02,79.111,18.665,13.6,0.5,-0.712,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
EFK013A_KLO-N_C,6.35E+02,79.111,18.665,13.6,0.5,-1.492,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
EFK013B_KLO-N_C,6.35E+02,79.111,18.665,12.4,0.5,-1.519,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F6895_DIT_C,6.35E+02,79.111,18.665,17.8,0.5,-1.115,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7368_DRA-T_C,6.35E+02,79.111,18.665,13.3,0.5,-1.669,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7613_REIN_C/D,6.35E+02,79.111,18.665,15.9,0.5,-1.186,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7632A_REIN_C,6.35E+02,79.111,18.665,18.9,0.5,-0.997,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7632B_REIN_C,6.35E+02,79.111,18.665,19,0.5,-0.938,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7636_REIN_C,6.35E+02,79.111,18.665,18.8,0.5,-1.016,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7636-B_REIN_C,6.35E+02,79.111,18.665,17.2,0.5,-0.779,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7637_REIN_C,6.35E+02,79.111,18.665,17.6,0.5,-0.923,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7638_REIN_C,6.35E+02,79.111,18.665,18.3,0.5,-1.06,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7638_REIN_C,6.35E+02,79.111,18.665,19.5,0.5,-1.073,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7640_REIN_C,6.35E+02,79.111,18.665,16.1,0.5,-0.168,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7641_REIN_C,6.35E+02,79.111,18.665,17.1,0.5,-0.888,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7642_REIN_C,6.35E+02,79.111,18.665,19.4,0.5,-0.902,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7672_AND_C/D,6.35E+02,79.111,18.665,14.7,0.5,-1.123,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7674_AND_C,6.35E+02,79.111,18.665,19.1,0.5,-1.709,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7675_AND_C,6.35E+02,79.111,18.665,15.1,0.5,-1.467,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7678_AND_C/D,6.35E+02,79.111,18.665,16,0.5,-1.167,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7682_KLO-N_C,6.35E+02,79.111,18.665,17.4,0.5,-0.871,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7683_KLO-N_D,6.35E+02,79.111,18.665,28.5,0.5,-0.575,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7685_KLO-N_D,6.35E+02,79.111,18.665,31.3,0.5,-0.494,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
F7695_KLO-S_C,6.35E+02,79.111,18.665,17.2,0.5,-0.989,0.05,CAS,B,Benn et al. (2015) Nature Geosci.,"Approximate GPS coordinate of ""DRA"" section; visually transcribed from Fig. S1; age taken as snowball onset age"
