sample_ID,lat_N_dd,long_E_dd,species,d18O_mean,d18O_std,d17O_mean,d17O_std,reference,notes
HT_CO_23,,,CO_trop,16.0106383,,9.234995883,,Huff and Thiemens (1998) GRL,
HT_CO_24,,,CO_trop,16.32978723,,9.038436539,,Huff and Thiemens (1998) GRL,
HT_CO_25,,,CO_trop,16.0106383,,8.681024397,,Huff and Thiemens (1998) GRL,
HT_CO_26,,,CO_trop,15.90425532,,9.691554361,,Huff and Thiemens (1998) GRL,
HT_CO_27,,,CO_trop,16.54255319,,9.884993717,,Huff and Thiemens (1998) GRL,
HT_CO_28,,,CO_trop,17.12765957,,9.426875244,,Huff and Thiemens (1998) GRL,
HT_CO_29,,,CO_trop,16.4893617,,9.298609005,,Huff and Thiemens (1998) GRL,
HT_CO_30,,,CO_trop,17.55319149,,9.881700394,,Huff and Thiemens (1998) GRL,
HT_CO_31,,,CO_trop,17.87234043,,10.14135286,,Huff and Thiemens (1998) GRL,
HT_CO_32,,,CO_trop,18.72340426,,9.877887074,,Huff and Thiemens (1998) GRL,
HT_CO_33,,,CO_trop,18.29787234,,10.00961997,,Huff and Thiemens (1998) GRL,
HT_CO_34,,,CO_trop,16.86170213,,11.44810851,,Huff and Thiemens (1998) GRL,
HT_CO_35,,,CO_trop,18.67021277,,10.6601378,,Huff and Thiemens (1998) GRL,
HT_CO_36,,,CO_trop,19.30851064,,10.75581748,,Huff and Thiemens (1998) GRL,
HT_CO_37,,,CO_trop,19.41489362,,11.700481,,Huff and Thiemens (1998) GRL,
HT_CO_38,,,CO_trop,19.78723404,,12.09030637,,Huff and Thiemens (1998) GRL,
HT_CO_39,,,CO_trop,20.85106383,,11.46769511,,Huff and Thiemens (1998) GRL,
HT_CO_40,,,CO_trop,22.87234043,,12.56905144,,Huff and Thiemens (1998) GRL,
HT_CO_41,,,CO_trop,24.09574468,,12.66282446,,Huff and Thiemens (1998) GRL,
HT_CO_42,,,CO_trop,24.94680851,,13.11626295,,Huff and Thiemens (1998) GRL,
HT_CO_43,,,CO_trop,25.42553191,,13.44056853,,Huff and Thiemens (1998) GRL,
HT_CO_44,,,CO_trop,23.45744681,,14.68527105,,Huff and Thiemens (1998) GRL,
HT_CO_45,,,CO_trop,26.59574468,,14.12107293,,Huff and Thiemens (1998) GRL,
HT_CO_46,,,CO_trop,27.18085106,,14.2495125,,Huff and Thiemens (1998) GRL,
WH-01,30.54,114.28,SO4_trop,15.1,0.5,8.283794678,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-02,30.54,114.28,SO4_trop,15,0.5,8.352094672,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-03,30.54,114.28,SO4_trop,10.8,0.5,6.071036704,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-04,30.54,114.28,SO4_trop,10.6,0.5,5.877912995,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-05,30.54,114.28,SO4_trop,11.1,0.5,5.89642427,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-06,30.54,114.28,SO4_trop,11.8,0.5,6.828462947,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-07,30.54,114.28,SO4_trop,14.7,0.5,7.936919391,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-08,30.54,114.28,SO4_trop,13.7,0.5,7.571031726,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-09,30.54,114.28,SO4_trop,15.1,0.5,8.324126837,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-10,30.54,114.28,SO4_trop,13.6,0.5,7.468934065,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-11,30.54,114.28,SO4_trop,13.9,0.5,7.794390393,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-12,30.54,114.28,SO4_trop,16.1,0.5,8.939746694,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-13,30.54,114.28,SO4_trop,13.6,0.5,7.529384014,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-14,30.54,114.28,SO4_trop,13.3,0.5,7.544458941,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-15,30.54,114.28,SO4_trop,8,0.5,4.631807812,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-16,30.54,114.28,SO4_trop,8.8,0.5,4.916022941,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-17,30.54,114.28,SO4_trop,12.1,0.5,6.973729189,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-18,30.54,114.28,SO4_trop,14.1,0.5,7.967378138,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-19,30.54,114.28,SO4_trop,12.2,0.5,7.305494248,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-20,30.54,114.28,SO4_trop,13.1,0.5,7.410748804,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-21,30.54,114.28,SO4_trop,13.9,0.5,8.034274003,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-22,30.54,114.28,SO4_trop,14,0.5,8.27554577,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-23,30.54,114.28,SO4_trop,12.5,0.5,7.330887205,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-24,30.54,114.28,SO4_trop,9,0.5,5.169458578,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-25,30.54,114.28,SO4_trop,9.3,0.5,5.525056919,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-26,30.54,114.28,SO4_trop,10.5,0.5,6.006174463,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-27,30.54,114.28,SO4_trop,10.9,0.5,6.233510762,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-28,30.54,114.28,SO4_trop,11.5,0.5,6.543251475,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-29,30.54,114.28,SO4_trop,10.3,0.5,5.833148316,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
WH-30,30.54,114.28,SO4_trop,10.3,0.5,5.752684883,,Li et al. (2013) Atmos. Environ.,"th=0.5305 values calculated using reported TC/EA d18O data; approximate GPS for Wuhan, China"
LB-5-a,41.417,-102.833,SO4_trop,9.5,0.5,10.14002689,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-5-b,41.417,-102.833,SO4_trop,9.8,0.5,9.945723813,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-5-e,41.417,-102.833,SO4_trop,8.7,0.5,9.023860657,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-5-f,41.417,-102.833,SO4_trop,8.6,0.5,9.362349014,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(1)-a,41.417,-102.833,SO4_trop,5.5,0.5,6.550114268,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(1)-b,41.417,-102.833,SO4_trop,3.8,0.5,4.236026168,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(1)-c,41.417,-102.833,SO4_trop,3.2,0.5,3.423737266,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(2)-a,41.417,-102.833,SO4_trop,7.1,0.5,7.971849023,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(2)-b,41.417,-102.833,SO4_trop,7.2,0.5,7.853594036,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(2)-c,41.417,-102.833,SO4_trop,7.6,0.5,7.931848094,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(2)-d,41.417,-102.833,SO4_trop,7.5,0.5,8.129772449,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(3)-a-no-0.2um,41.417,-102.833,SO4_trop,9.9,0.5,10.3776008,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
OB-6(3)-b,41.417,-102.833,SO4_trop,10.7,0.5,11.33394435,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
OB-6(3)-c,41.417,-102.833,SO4_trop,10.2,0.5,10.77431902,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
OB-6(3)-d,41.417,-102.833,SO4_trop,8.3,0.5,9.295918551,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
OB-6(3)-e,41.417,-102.833,SO4_trop,9.4,0.5,10.0475494,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
Drp-WR169-1-1,41.417,-102.833,SO4_trop,10.4,0.5,9.957961727,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
Drp-WR169-1-2,41.417,-102.833,SO4_trop,5.5,0.5,4.469714997,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
Drp-WR158-1-1,41.417,-102.833,SO4_trop,9.1,0.5,9.352177857,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
Drp-WR158-1-2,41.417,-102.833,SO4_trop,10.3,0.5,10.32615188,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(1)-1-AE,41.417,-102.833,SO4_trop,7.7,0.5,5.543512309,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(1)-2-AE,41.417,-102.833,SO4_trop,8.4,0.5,6.288276831,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(1)-3-AE,41.417,-102.833,SO4_trop,7.7,0.5,5.454022919,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(2)-a-AE,41.417,-102.833,SO4_trop,8.4,0.5,7.077516181,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(2)-b-AE,41.417,-102.833,SO4_trop,8.2,0.5,7.854043948,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(2)-c-AE,41.417,-102.833,SO4_trop,8.9,0.5,8.138502398,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
LB-6(2)-d-AE,41.417,-102.833,SO4_trop,10.1,0.5,7.991939077,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
Drp-WR169-1-1-AE,41.417,-102.833,SO4_trop,10.3,0.5,7.906292338,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
Drp-WR169-1-2-AE,41.417,-102.833,SO4_trop,9.9,0.5,5.338321495,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
Drp-WR158-1-1-AE,41.417,-102.833,SO4_trop,11.8,0.5,7.125521157,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
Drp-WR158-1-2-AE,41.417,-102.833,SO4_trop,11.8,0.5,6.806312964,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
WPT212B-W,42.917,-130.6,SO4_trop,4,0.5,3.250037239,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
WPT212-B-W-2,42.917,-130.6,SO4_trop,3.6,0.5,3.192455655,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
WPT217B(1)-W,42.917,-130.6,SO4_trop,10.8,0.5,8.415898437,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
WPT217B(1)-W-2,42.917,-130.6,SO4_trop,9.8,0.5,7.446176528,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
WPT217B(2)-W,42.917,-130.6,SO4_trop,8.9,0.5,5.418188963,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
G3-2-KH-repro,42.917,-130.6,SO4_trop,7.2,0.5,6.064228521,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
G3-2-F,42.917,-130.6,SO4_trop,6.2,0.5,5.473872934,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
WPT212B,42.917,-130.6,SO4_trop,6.1,0.5,4.202023851,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
WPT213B,42.917,-130.6,SO4_trop,14.9,0.5,7.697615824,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
WPT214B,42.917,-130.6,SO4_trop,14.8,0.5,7.806177172,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
WPT216B(1),42.917,-130.6,SO4_trop,15.4,0.5,8.248262799,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
WPT216B(2),42.917,-130.6,SO4_trop,15.5,0.5,8.169867333,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
WPT217B(1),42.917,-130.6,SO4_trop,12.6,0.5,8.332059324,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
WPT219,42.543,-106.828,SO4_trop,9.7,0.5,7.774115583,,Bao et al. (2010) Nature,"Assumed reported Æ17O values are non-logarithmic with th = 0.52 (never stated explicitly, but implicit)"
Loope-1,41.851,-103.675,SO4_trop,12.5,0.7,11.10030307,,Bao et al. (2000b) Nature,"Used d18O and d17O from Table 1 (d18O is from laser-line, corrected by +9.4ä); age assumed as Oligocene-Miocene transition (23 Ma); GPS coordinates for listed trail heads"
Loope-2,41.851,-103.675,SO4_trop,12.1,0.7,10.60031463,,Bao et al. (2000b) Nature,"Used d18O and d17O from Table 1 (d18O is from laser-line, corrected by +9.4ä); age assumed as Oligocene-Miocene transition (23 Ma); GPS coordinates for listed trail heads"
BNP-27,43.756,-101.93,SO4_trop,10.9,0.7,8.500085101,,Bao et al. (2000b) Nature,"Used d18O and d17O from Table 1 (d18O is from laser-line, corrected by +9.4ä); age assumed as Oligocene-Miocene transition (23 Ma); GPS coordinates for listed trail heads"
BNP-SP-1,43.758,-101.975,SO4_trop,9.6,0.7,7.700003616,,Bao et al. (2000b) Nature,"Used d18O and d17O from Table 1 (d18O is from laser-line, corrected by +9.4ä); age assumed as Oligocene-Miocene transition (23 Ma); GPS coordinates for listed trail heads"
BNP-SP-2,43.758,-101.975,SO4_trop,10.6,0.7,8.499623879,,Bao et al. (2000b) Nature,"Used d18O and d17O from Table 1 (d18O is from laser-line, corrected by +9.4ä); age assumed as Oligocene-Miocene transition (23 Ma); GPS coordinates for listed trail heads"
BNP-25-1,43.756,-101.93,SO4_trop,12.6,0.7,6.799552029,,Bao et al. (2000b) Nature,"Used d18O and d17O from Table 1 (d18O is from laser-line, corrected by +9.4ä); age assumed as Oligocene-Miocene transition (23 Ma); GPS coordinates for listed trail heads"
BNP-28,43.756,-101.93,SO4_trop,-0.9,0.7,-0.49954017,,Bao et al. (2000b) Nature,"Used d18O and d17O from Table 1 (d18O is from laser-line, corrected by +9.4ä); age assumed as Oligocene-Miocene transition (23 Ma); GPS coordinates for listed trail heads"
IB04-4,36.61,-117.05,SO4_trop,6,0.1,5.37990904,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB04-3,36.61,-117.05,SO4_trop,12.1,0.1,8.342128446,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IN01-1,42.5,-96.5,SO4_trop,15.5,0.1,9.329929589,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB01-4-3,42.5,-96.5,SO4_trop,15,0.1,9.459873331,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB01-1a,42.5,-96.5,SO4_trop,27.8,0.1,17.806301,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB01-3,42.5,-96.5,SO4_trop,-3.8,0.1,-1.925883044,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB04-1,36.61,-117.05,SO4_trop,8.8,0.1,6.135725677,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB01-2a,42.5,-96.5,SO4_trop,25.8,0.1,13.79662528,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB01-2b,42.5,-96.5,SO4_trop,12.1,0.1,7.262772125,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
ORNA-1,40.5,-117,SO4_trop,2.3,0.1,1.616053384,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
CHD-D8836,36.5,-106.1,SO4_trop,3.7,0.1,2.754013005,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB04-8,36.61,-117.05,SO4_trop,8.5,0.1,5.179561386,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB04-9,36.61,-117.05,SO4_trop,5.5,0.1,3.260057955,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB04-6,36.61,-117.05,SO4_trop,4.1,0.1,2.792495069,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB04-5,36.61,-117.05,SO4_trop,5.5,0.1,3.659434929,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
TBC-1,32.8,-106.4,SO4_trop,11.7,0.1,6.524009927,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
B8,45.8,-114.3,SO4_trop,4.8,0.1,2.706965358,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
Davis-14,47.5,-118.6,SO4_trop,3.1,0.1,1.811645253,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
Davis-12,47.5,-118.6,SO4_trop,4.5,0.1,2.550140839,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
P5 fine,15.142,120.349,SO4_trop,6.4,0.1,3.518557135,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
P5 coarse,15.142,120.349,SO4_trop,9.7,0.1,5.003528905,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
W-1 pumice,15.142,120.349,SO4_trop,8.5,0.1,4.569602534,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
Mt Spurr,61.3,-152.252,SO4_trop,8.2,0.1,4.323681751,,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
